"","gene_type","gene_name"
"2398428","protein_coding","SMAD5"
"2398841","protein_coding","SMIM32"
"2398867","protein_coding","TRPC7"
"2399147","protein_coding","SPOCK1"
"2399256","protein_coding","KLHL3"
"2399598","protein_coding","HNRNPA0"
"2399986","protein_coding","MYOT"
"2400151","protein_coding","PKD2L2"
"2400329","protein_coding","FAM13B"
"2400984","protein_coding","WNT8A"
"2401053","protein_coding","NME5"
"2401158","protein_coding","BRD8"
"2401727","protein_coding","KIF20A"
"2402290","protein_coding","CDC23"
"2402646","protein_coding","GFRA3"
"2402756","protein_coding","CDC25C"
"2403482","protein_coding","FAM53C"
"2403749","protein_coding","KDM3B"
"2404372","protein_coding","REEP2"
"2404632","protein_coding","EGR1"
"2404672","protein_coding","ETF1"
"2405063","protein_coding","HSPA9"
"2406349","protein_coding","CTNNA1"
"2408914","protein_coding","LRRTM2"
"2408945","protein_coding","SIL1"
"2409878","protein_coding","MATR3"
"2411697","protein_coding","PAIP2"
"2411992","protein_coding","SLC23A1"
"2412200","protein_coding","MZB1"
"2412280","protein_coding","PROB1"
"2412288","protein_coding","SPATA24"
"2412398","protein_coding","DNAJC18"
"2412584","protein_coding","ENSG00000279686"
"2412614","protein_coding","ECSCR"
"2412865","protein_coding","SMIM33"
"2412875","protein_coding","STING1"
"2413154","protein_coding","UBE2D2"
"2413504","protein_coding","CXXC5"
"2414229","protein_coding","PSD2"
"2414445","protein_coding","NRG2"
"2414843","protein_coding","PURA"
"2414877","protein_coding","IGIP"
"2414963","protein_coding","CYSTM1"
"2415093","protein_coding","PFDN1"
"2415169","protein_coding","HBEGF"
"2415253","protein_coding","SLC4A9"
"2416216","protein_coding","ANKHD1"
"2416885","protein_coding","ANKHD1-EIF4EBP3"
"2416993","protein_coding","SRA1"
"2417095","protein_coding","EIF4EBP3"
"2417110","protein_coding","APBB3"
"2417510","protein_coding","ENSG00000293600"
"2417533","protein_coding","SLC35A4"
"2417761","protein_coding","CD14"
"2417813","protein_coding","NDUFA2"
"2417842","protein_coding","TMCO6"
"2418189","protein_coding","IK"
"2418384","protein_coding","WDR55"
"2418454","protein_coding","DND1"
"2418468","protein_coding","HARS1"
"2419378","protein_coding","HARS2"
"2420047","protein_coding","ZMAT2"
"2420176","protein_coding","PCDHA1"
"2420209","protein_coding","PCDHA2"
"2420239","protein_coding","PCDHA3"
"2420260","protein_coding","PCDHA4"
"2420305","protein_coding","PCDHA5"
"2420341","protein_coding","PCDHA6"
"2420375","protein_coding","PCDHA7"
"2420396","protein_coding","PCDHA8"
"2420417","protein_coding","PCDHA9"
"2420441","protein_coding","PCDHA10"
"2420498","protein_coding","PCDHA11"
"2420532","protein_coding","PCDHA12"
"2420575","protein_coding","PCDHA13"
"2420610","protein_coding","PCDHAC1"
"2420634","protein_coding","PCDHAC2"
"2420758","protein_coding","PCDHB1"
"2420779","protein_coding","PCDHB2"
"2420871","protein_coding","PCDHB3"
"2420887","protein_coding","PCDHB4"
"2420898","protein_coding","PCDHB5"
"2420949","protein_coding","PCDHB6"
"2420975","protein_coding","PCDHB7"
"2420983","protein_coding","PCDHB8"
"2420994","protein_coding","PCDHB16"
"2421024","protein_coding","PCDHB9"
"2421046","protein_coding","PCDHB10"
"2421054","protein_coding","PCDHB11"
"2421071","protein_coding","PCDHB12"
"2421097","protein_coding","PCDHB13"
"2421105","protein_coding","PCDHB14"
"2421122","protein_coding","ENSG00000279983"
"2421147","protein_coding","PCDHB15"
"2421167","protein_coding","TAF7"
"2421191","protein_coding","SLC25A2"
"2421242","protein_coding","PCDHGA1"
"2421263","protein_coding","PCDHGA2"
"2421284","protein_coding","PCDHGA3"
"2421319","protein_coding","PCDHGB1"
"2421343","protein_coding","PCDHGA4"
"2421364","protein_coding","PCDHGB2"
"2421385","protein_coding","PCDHGA5"
"2421406","protein_coding","PCDHGB3"
"2421426","protein_coding","PCDHGA6"
"2421447","protein_coding","PCDHGA7"
"2421468","protein_coding","PCDHGB4"
"2421489","protein_coding","PCDHGA8"
"2421510","protein_coding","PCDHGB5"
"2421531","protein_coding","PCDHGA9"
"2421552","protein_coding","PCDHGB6"
"2421573","protein_coding","PCDHGA10"
"2421594","protein_coding","PCDHGB7"
"2421615","protein_coding","PCDHGA11"
"2421657","protein_coding","PCDHGA12"
"2421686","protein_coding","PCDHGC3"
"2421757","protein_coding","PCDHGC4"
"2421798","protein_coding","PCDHGC5"
"2421873","protein_coding","DIAPH1"
"2422200","protein_coding","HDAC3"
"2422822","protein_coding","RELL2"
"2422935","protein_coding","FCHSD1"
"2423347","protein_coding","ARAP3"
"2424269","protein_coding","PCDH1"
"2424457","protein_coding","DELE1"
"2424797","protein_coding","PCDH12"
"2424825","protein_coding","RNF14"
"2425807","protein_coding","GNPDA1"
"2426480","protein_coding","NDFIP1"
"2426725","protein_coding","SPRY4"
"2427401","protein_coding","FGF1"
"2428052","protein_coding","ARHGAP26"
"2428523","protein_coding","NR3C1"
"2429201","protein_coding","HMHB1"
"2429218","protein_coding","YIPF5"
"2429316","protein_coding","KCTD16"
"2429409","protein_coding","PRELID2"
"2429623","protein_coding","GRXCR2"
"2429653","protein_coding","SH3RF2"
"2430003","protein_coding","PLAC8L1"
"2430035","protein_coding","LARS1"
"2432450","protein_coding","RBM27"
"2432863","protein_coding","ENSG00000275740"
"2432927","protein_coding","POU4F3"
"2432956","protein_coding","TCERG1"
"2433767","protein_coding","GPR151"
"2433800","protein_coding","PPP2R2B"
"2434549","protein_coding","STK32A"
"2434696","protein_coding","DPYSL3"
"2434984","protein_coding","JAKMIP2"
"2435333","protein_coding","SPINK1"
"2435364","protein_coding","SCGB3A2"
"2435627","protein_coding","C5orf46"
"2435689","protein_coding","SPINK5"
"2436164","protein_coding","SPINK14"
"2436190","protein_coding","SPINK6"
"2436233","protein_coding","MARCOL"
"2436261","protein_coding","SPINK13"
"2436315","protein_coding","SPINK7"
"2436351","protein_coding","SPINK9"
"2436390","protein_coding","FBXO38"
"2437330","protein_coding","HTR4"
"2437578","protein_coding","ADRB2"
"2437600","protein_coding","SH3TC2"
"2438330","protein_coding","ABLIM3"
"2438677","protein_coding","AFAP1L1"
"2439147","protein_coding","GRPEL2"
"2439209","protein_coding","PCYOX1L"
"2439391","protein_coding","IL17B"
"2439682","protein_coding","CSNK1A1"
"2440042","protein_coding","ARHGEF37"
"2440422","protein_coding","PPARGC1B"
"2440876","protein_coding","PDE6A"
"2441056","protein_coding","SLC26A2"
"2441184","protein_coding","TIGD6"
"2441226","protein_coding","HMGXB3"
"2441961","protein_coding","CSF1R"
"2442576","protein_coding","PDGFRB"
"2443646","protein_coding","CDX1"
"2443658","protein_coding","SLC6A7"
"2443732","protein_coding","CAMK2A"
"2444624","protein_coding","ARSI"
"2444650","protein_coding","TCOF1"
"2448101","protein_coding","CD74"
"2448558","protein_coding","RPS14"
"2448966","protein_coding","NDST1"
"2449816","protein_coding","SYNPO"
"2449916","protein_coding","MYOZ3"
"2450058","protein_coding","RBM22"
"2450290","protein_coding","DCTN4"
"2450619","protein_coding","SMIM3"
"2450678","protein_coding","IRGM"
"2450710","protein_coding","ZNF300"
"2450871","protein_coding","GPX3"
"2450961","protein_coding","TNIP1"
"2452753","protein_coding","ANXA6"
"2454471","protein_coding","CCDC69"
"2454662","protein_coding","GM2A"
"2454714","protein_coding","SLC36A3"
"2454785","protein_coding","SLC36A2"
"2454922","protein_coding","SLC36A1"
"2455320","protein_coding","FAT2"
"2455453","protein_coding","SPARC"
"2456333","protein_coding","ATOX1"
"2456501","protein_coding","G3BP1"
"2457847","protein_coding","GLRA1"
"2458060","protein_coding","NMUR2"
"2458176","protein_coding","GRIA1"
"2458552","protein_coding","FAM114A2"
"2459369","protein_coding","MFAP3"
"2459513","protein_coding","GALNT10"
"2459848","protein_coding","SAP30L"
"2459937","protein_coding","HAND1"
"2459976","protein_coding","LARP1"
"2460554","protein_coding","FAXDC2"
"2460879","protein_coding","CNOT8"
"2462555","protein_coding","GEMIN5"
"2462624","protein_coding","MRPL22"
"2462739","protein_coding","KIF4B"
"2462823","protein_coding","SGCD"
"2463091","protein_coding","PPP1R2B"
"2463099","protein_coding","TIMD4"
"2463161","protein_coding","HAVCR1"
"2463307","protein_coding","HAVCR2"
"2463517","protein_coding","MED7"
"2463554","protein_coding","ITK"
"2463822","protein_coding","GARIN3"
"2463841","protein_coding","CYFIP2"
"2466278","protein_coding","ENSG00000285868"
"2466296","protein_coding","FNDC9"
"2466325","protein_coding","ADAM19"
"2466655","protein_coding","NIPAL4"
"2466753","protein_coding","SOX30"
"2466832","protein_coding","C5orf52"
"2466872","protein_coding","THG1L"
"2466966","protein_coding","LSM11"
"2466983","protein_coding","CLINT1"
"2468071","protein_coding","EBF1"
"2468393","protein_coding","RNF145"
"2468643","protein_coding","UBLCP1"
"2469074","protein_coding","IL12B"
"2469367","protein_coding","ADRA1B"
"2469418","protein_coding","TTC1"
"2469795","protein_coding","PWWP2A"
"2469878","protein_coding","FABP6"
"2470178","protein_coding","CCNJL"
"2470420","protein_coding","C1QTNF2"
"2470465","protein_coding","FAM200C"
"2470544","protein_coding","SLU7"
"2470826","protein_coding","PTTG1"
"2471149","protein_coding","ATP10B"
"2471406","protein_coding","GABRB2"
"2471723","protein_coding","GABRA6"
"2471834","protein_coding","GABRA1"
"2472286","protein_coding","GABRG2"
"2473319","protein_coding","CCNG1"
"2473591","protein_coding","NUDCD2"
"2473728","protein_coding","HMMR"
"2474048","protein_coding","MAT2B"
"2475040","protein_coding","TENM2"
"2475671","protein_coding","WWC1"
"2476409","protein_coding","RARS1"
"2477072","protein_coding","FBLL1"
"2477080","protein_coding","PANK3"
"2477163","protein_coding","SLIT3"
"2477512","protein_coding","SPDL1"
"2477920","protein_coding","DOCK2"
"2478777","protein_coding","INSYN2B"
"2478797","protein_coding","FOXI1"
"2478829","protein_coding","C5orf58"
"2478922","protein_coding","LCP2"
"2479238","protein_coding","KCNIP1"
"2479383","protein_coding","KCNMB1"
"2479526","protein_coding","GABRP"
"2479722","protein_coding","RANBP17"
"2480390","protein_coding","TLX3"
"2480423","protein_coding","NPM1"
"2481695","protein_coding","FGF18"
"2481866","protein_coding","SMIM23"
"2481910","protein_coding","FBXW11"
"2482483","protein_coding","STK10"
"2482946","protein_coding","EFCAB9"
"2482960","protein_coding","UBTD2"
"2483042","protein_coding","SH3PXD2B"
"2483276","protein_coding","NEURL1B"
"2483504","protein_coding","DUSP1"
"2483612","protein_coding","ERGIC1"
"2484173","protein_coding","RPL26L1"
"2484480","protein_coding","ATP6V0E1"
"2484554","protein_coding","CREBRF"
"2484916","protein_coding","BNIP1"
"2485050","protein_coding","NKX2-5"
"2485161","protein_coding","STC2"
"2485367","protein_coding","BOD1"
"2485691","protein_coding","CPEB4"
"2485918","protein_coding","C5orf47"
"2485942","protein_coding","NSG2"
"2486316","protein_coding","MSX2"
"2486479","protein_coding","DRD1"
"2486513","protein_coding","SFXN1"
"2486907","protein_coding","HRH2"
"2486991","protein_coding","CPLX2"
"2487211","protein_coding","THOC3"
"2487584","protein_coding","ENSG00000289731"
"2489851","protein_coding","SIMC1"
"2490187","protein_coding","KIAA1191"
"2490801","protein_coding","ARL10"
"2490848","protein_coding","NOP16"
"2491050","protein_coding","HIGD2A"
"2491060","protein_coding","CLTB"
"2491154","protein_coding","FAF2"
"2491439","protein_coding","RNF44"
"2491829","protein_coding","CDHR2"
"2492791","protein_coding","GPRIN1"
"2492819","protein_coding","SNCB"
"2493304","protein_coding","EIF4E1B"
"2493493","protein_coding","TSPAN17"
"2494120","protein_coding","UNC5A"
"2494284","protein_coding","HK3"
"2494753","protein_coding","UIMC1"
"2495304","protein_coding","ZNF346"
"2495823","protein_coding","FGFR4"
"2497794","protein_coding","NSD1"
"2498506","protein_coding","RAB24"
"2498662","protein_coding","MXD3"
"2498851","protein_coding","PRELID1"
"2498958","protein_coding","LMAN2"
"2499186","protein_coding","RGS14"
"2499339","protein_coding","SLC34A1"
"2499452","protein_coding","PFN3"
"2499460","protein_coding","F12"
"2499922","protein_coding","GRK6"
"2500622","protein_coding","PRR7"
"2500711","protein_coding","DBN1"
"2501239","protein_coding","PDLIM7"
"2502626","protein_coding","DOK3"
"2502902","protein_coding","DDX41"
"2503569","protein_coding","FAM193B"
"2503915","protein_coding","TMED9"
"2504025","protein_coding","B4GALT7"
"2504293","protein_coding","FAM153A"
"2506302","protein_coding","PROP1"
"2506314","protein_coding","FAM153CP"
"2507199","protein_coding","N4BP3"
"2507463","protein_coding","RMND5B"
"2508547","protein_coding","NHP2"
"2508648","protein_coding","GMCL2"
"2508659","protein_coding","HNRNPAB"
"2509021","protein_coding","PHYKPL"
"2510117","protein_coding","COL23A1"
"2510545","protein_coding","CLK4"
"2510811","protein_coding","MSANTD5"
"2510825","protein_coding","ENSG00000285978"
"2510847","protein_coding","ZNF354A"
"2511021","protein_coding","ZNF354B"
"2511059","protein_coding","ZFP2"
"2511459","protein_coding","ZNF454"
"2511587","protein_coding","GRM6"
"2511681","protein_coding","ZNF879"
"2511839","protein_coding","ZNF354C"
"2511905","protein_coding","ADAMTS2"
"2512190","protein_coding","ENSG00000251545"
"2512212","protein_coding","RUFY1"
"2512792","protein_coding","HNRNPH1"
"2515154","protein_coding","SPATA31J1"
"2515486","protein_coding","CBY3"
"2515496","protein_coding","CANX"
"2518543","protein_coding","MAML1"
"2518581","protein_coding","LTC4S"
"2518683","protein_coding","MGAT4B"
"2519308","protein_coding","SQSTM1"
"2519644","protein_coding","MRNIP"
"2519962","protein_coding","TBC1D9B"
"2520507","protein_coding","RNF130"
"2520770","protein_coding","RASGEF1C"
"2521047","protein_coding","MAPK9"
"2521387","protein_coding","GFPT2"
"2522030","protein_coding","CNOT6"
"2522236","protein_coding","SCGB3A1"
"2522286","protein_coding","FLT4"
"2522909","protein_coding","OR2Y1"
"2522916","protein_coding","MGAT1"
"2523664","protein_coding","ZFP62"
"2523726","protein_coding","BTNL8"
"2524050","protein_coding","BTNL3"
"2524118","protein_coding","BTNL9"
"2524519","protein_coding","OR2V1"
"2524562","protein_coding","OR2V2"
"2524664","protein_coding","TRIM7"
"2524796","protein_coding","TRIM41"
"2524923","protein_coding","RACK1"
"2525739","protein_coding","TRIM52"
"2525871","protein_coding","OR4F3"
"2526080","protein_coding","DUSP22"
"2526297","protein_coding","IRF4"
"2526464","protein_coding","EXOC2"
"2527948","protein_coding","HUS1B"
"2528301","protein_coding","FOXQ1"
"2528364","protein_coding","FOXF2"
"2528607","protein_coding","FOXC1"
"2528649","protein_coding","GMDS"
"2529568","protein_coding","MYLK4"
"2529866","protein_coding","WRNIP1"
"2530014","protein_coding","SERPINB1"
"2530518","protein_coding","SERPINB9"
"2530706","protein_coding","SERPINB6"
"2532566","protein_coding","NQO2"
"2534479","protein_coding","RIPK1"
"2535273","protein_coding","BPHL"
"2535561","protein_coding","TUBB2A"
"2535645","protein_coding","TUBB2B"
"2535678","protein_coding","PSMG4"
"2535824","protein_coding","SLC22A23"
"2536354","protein_coding","PXDC1"
"2536561","protein_coding","FAM50B"
"2536749","protein_coding","PRP4K"
"2537042","protein_coding","FAM217A"
"2537177","protein_coding","ECI2"
"2537991","protein_coding","CDYL"
"2538233","protein_coding","RPP40"
"2538463","protein_coding","PPP1R3G"
"2538471","protein_coding","LYRM4"
"2538568","protein_coding","FARS2"
"2539363","protein_coding","NRN1"
"2539461","protein_coding","F13A1"
"2539904","protein_coding","LY86"
"2540664","protein_coding","RREB1"
"2541051","protein_coding","SSR1"
"2541316","protein_coding","CAGE1"
"2541567","protein_coding","RIOK1"
"2542075","protein_coding","DSP"
"2542694","protein_coding","SNRNP48"
"2542915","protein_coding","BMP6"
"2542954","protein_coding","TXNDC5"
"2543089","protein_coding","BLOC1S5-TXNDC5"
"2543133","protein_coding","BLOC1S5"
"2543228","protein_coding","EEF1E1-BLOC1S5"
"2543248","protein_coding","EEF1E1"
"2543649","protein_coding","SLC35B3"
"2546331","protein_coding","TFAP2A"
"2546749","protein_coding","GCNT2"
"2546959","protein_coding","C6orf52"
"2547057","protein_coding","PAK1IP1"
"2547292","protein_coding","TMEM14C"
"2547630","protein_coding","TMEM14B"
"2548129","protein_coding","ENSG00000272162"
"2548176","protein_coding","MAK"
"2548408","protein_coding","GCM2"
"2548429","protein_coding","SYCP2L"
"2548594","protein_coding","ELOVL2"
"2548750","protein_coding","SMIM13"
"2548780","protein_coding","ENSG00000293642"
"2548792","protein_coding","ERVFRD-1"
"2548850","protein_coding","NEDD9"
"2549224","protein_coding","TMEM170B"
"2549287","protein_coding","ADTRP"
"2549587","protein_coding","HIVEP1"
"2549856","protein_coding","EDN1"
"2550216","protein_coding","PHACTR1"
"2550717","protein_coding","TBC1D7"
"2551645","protein_coding","GFOD1"
"2551709","protein_coding","SIRT5"
"2553405","protein_coding","NOL7"
"2553488","protein_coding","RANBP9"
"2553673","protein_coding","MCUR1"
"2553908","protein_coding","RNF182"
"2554071","protein_coding","CD83"
"2554748","protein_coding","JARID2"
"2555143","protein_coding","DTNBP1"
"2555741","protein_coding","MYLIP"
"2555839","protein_coding","GMPR"
"2556106","protein_coding","ATXN1"
"2556218","protein_coding","ENSG00000288708"
"2556508","protein_coding","STMND1"
"2556562","protein_coding","RBM24"
"2556653","protein_coding","CAP2"
"2557513","protein_coding","FAM8A1"
"2557605","protein_coding","NUP153"
"2558747","protein_coding","KIF13A"
"2559306","protein_coding","NHLRC1"
"2559321","protein_coding","TPMT"
