"","gene_type","gene_name"
"7886664","protein_coding","ENSG00000275583"
"7886712","protein_coding","ENSG00000274412"
"7886734","protein_coding","KIR2DS4"
"7886816","protein_coding","KIR3DL2"
"7886832","protein_coding","ENSG00000273506"
"7886900","protein_coding","NLRP7"
"7886953","protein_coding","NLRP2"
"7887078","protein_coding","GP6"
"7887119","protein_coding","RDH13"
"7887139","protein_coding","VSTM1"
"7887235","protein_coding","TARM1"
"7887251","protein_coding","OSCAR"
"7887332","protein_coding","NDUFA3"
"7887346","protein_coding","TFPT"
"7887364","protein_coding","PRPF31"
"7887429","protein_coding","CNOT3"
"7887543","protein_coding","LENG1"
"7887557","protein_coding","TMC4"
"7887593","protein_coding","MBOAT7"
"7887651","protein_coding","TSEN34"
"7887699","protein_coding","RPS9"
"7887730","protein_coding","KIR3DL3"
"7887752","protein_coding","KIR2DP1"
"7887774","protein_coding","ENSG00000275921"
"7887824","protein_coding","KIR3DL2"
"7887834","protein_coding","ENSG00000277629"
"7887902","protein_coding","NLRP7"
"7887955","protein_coding","NLRP2"
"7888080","protein_coding","GP6"
"7888121","protein_coding","RDH13"
"7888141","protein_coding","VSTM1"
"7888237","protein_coding","TARM1"
"7888253","protein_coding","OSCAR"
"7888334","protein_coding","NDUFA3"
"7888348","protein_coding","TFPT"
"7888366","protein_coding","PRPF31"
"7888431","protein_coding","CNOT3"
"7888545","protein_coding","LENG1"
"7888559","protein_coding","TMC4"
"7888595","protein_coding","MBOAT7"
"7888653","protein_coding","TSEN34"
"7888701","protein_coding","RPS9"
"7888732","protein_coding","KIR2DS4"
"7888748","protein_coding","KIR3DL2"
"7888796","protein_coding","ENSG00000277824"
"7888864","protein_coding","NLRP7"
"7888917","protein_coding","NLRP2"
"7889042","protein_coding","GP6"
"7889083","protein_coding","RDH13"
"7889103","protein_coding","VSTM1"
"7889199","protein_coding","TARM1"
"7889215","protein_coding","OSCAR"
"7889296","protein_coding","NDUFA3"
"7889310","protein_coding","TFPT"
"7889328","protein_coding","PRPF31"
"7889393","protein_coding","CNOT3"
"7889507","protein_coding","LENG1"
"7889521","protein_coding","TMC4"
"7889557","protein_coding","MBOAT7"
"7889615","protein_coding","TSEN34"
"7889663","protein_coding","RPS9"
"7889694","protein_coding","KIR3DL3"
"7889715","protein_coding","KIR2DL3"
"7889753","protein_coding","KIR2DS1"
"7889803","protein_coding","KIR3DL2"
"7889851","protein_coding","ENSG00000273916"
"7889919","protein_coding","NLRP7"
"7889972","protein_coding","NLRP2"
"7890097","protein_coding","GP6"
"7890138","protein_coding","RDH13"
"7890158","protein_coding","VSTM1"
"7890254","protein_coding","TARM1"
"7890270","protein_coding","OSCAR"
"7890351","protein_coding","NDUFA3"
"7890365","protein_coding","TFPT"
"7890383","protein_coding","PRPF31"
"7890448","protein_coding","CNOT3"
"7890594","protein_coding","LENG1"
"7890608","protein_coding","TMC4"
"7890713","protein_coding","MBOAT7"
"7890836","protein_coding","TSEN34"
"7890923","protein_coding","RPS9"
"7891036","protein_coding","LILRB3"
"7891221","protein_coding","LILRA6"
"7891285","protein_coding","LILRB5"
"7891480","protein_coding","LILRB2"
"7891572","protein_coding","LAIR1"
"7891833","protein_coding","TTYH1"
"7892072","protein_coding","LENG8"
"7892186","protein_coding","LENG9"
"7892194","protein_coding","CDC42EP5"
"7892214","protein_coding","LAIR2"
"7892257","protein_coding","KIR3DX1"
"7892297","protein_coding","LILRA2"
"7892402","protein_coding","LILRA1"
"7892482","protein_coding","LILRB1"
"7892717","protein_coding","LILRB4"
"7892928","protein_coding","KIR3DL3"
"7892950","protein_coding","KIR2DL3"
"7892982","protein_coding","KIR2DL1"
"7893016","protein_coding","KIR2DL4"
"7893038","protein_coding","KIR3DL1"
"7893083","protein_coding","KIR2DS4"
"7893105","protein_coding","KIR3DL2"
"7893153","protein_coding","FCAR"
"7893281","protein_coding","NCR1"
"7893430","protein_coding","NLRP7"
"7893562","protein_coding","NLRP2"
"7893753","protein_coding","GP6"
"7893794","protein_coding","RDH13"
"7893814","protein_coding","VSTM1"
"7893910","protein_coding","TARM1"
"7893926","protein_coding","OSCAR"
"7894007","protein_coding","NDUFA3"
"7894021","protein_coding","TFPT"
"7894039","protein_coding","PRPF31"
"7894104","protein_coding","CNOT3"
"7894218","protein_coding","LENG1"
"7894232","protein_coding","TMC4"
"7894268","protein_coding","MBOAT7"
"7894326","protein_coding","TSEN34"
"7894374","protein_coding","RPS9"
"7894405","protein_coding","LILRA6"
"7894655","protein_coding","LILRB5"
"7894879","protein_coding","LILRB2"
"7895099","protein_coding","LILRA3"
"7895176","protein_coding","LILRA5"
"7895241","protein_coding","LILRA4"
"7895280","protein_coding","LAIR1"
"7895566","protein_coding","LILRB1"
"7895605","protein_coding","LILRB4"
"7895809","protein_coding","KIR3DL3"
"7895831","protein_coding","KIR2DS2"
"7895872","protein_coding","ENSG00000275960"
"7895937","protein_coding","ENSG00000274053"
"7896005","protein_coding","NLRP7"
"7896058","protein_coding","NLRP2"
"7896183","protein_coding","GP6"
"7896224","protein_coding","RDH13"
"7896253","protein_coding","ZNF66"
"7896302","protein_coding","ZNF85"
"7896430","protein_coding","ZNF430"
"7896490","protein_coding","LSM14A"
"7896599","protein_coding","GARRE1"
"7896647","protein_coding","ZNF100"
"7896721","protein_coding","ZNF43"
"7896742","protein_coding","GARRE1"
"7896760","protein_coding","GPI"
"7896970","protein_coding","ZNF729"
"7896983","protein_coding","ZNF676"
"7897039","protein_coding","CEACAM7"
"7897069","protein_coding","CEACAM4"
"7897123","protein_coding","CEACAM21"
"7897271","protein_coding","SBNO2"
"7897602","protein_coding","VSTM1"
"7897708","protein_coding","TARM1"
"7897739","protein_coding","OSCAR"
"7897902","protein_coding","NDUFA3"
"7898054","protein_coding","TFPT"
"7898138","protein_coding","PRPF31"
"7898321","protein_coding","CNOT3"
"7898533","protein_coding","LENG1"
"7898547","protein_coding","TMC4"
"7898668","protein_coding","MBOAT7"
"7898816","protein_coding","TSEN34"
"7898896","protein_coding","RPS9"
"7899060","protein_coding","LILRB3"
"7899221","protein_coding","LILRA6"
"7899358","protein_coding","LILRB5"
"7899505","protein_coding","LILRB2"
"7899789","protein_coding","LILRA3"
"7899851","protein_coding","LILRA5"
"7899922","protein_coding","LILRA4"
"7899971","protein_coding","LAIR1"
"7900252","protein_coding","TTYH1"
"7900477","protein_coding","LENG8"
"7900623","protein_coding","LENG9"
"7900631","protein_coding","CDC42EP5"
"7900645","protein_coding","LAIR2"
"7900693","protein_coding","KIR3DX1"
"7900826","protein_coding","LILRA2"
"7900955","protein_coding","LILRA1"
"7901032","protein_coding","LILRB1"
"7901290","protein_coding","LILRB4"
"7901528","protein_coding","KIR3DL3"
"7901550","protein_coding","KIR2DL3"
"7901582","protein_coding","KIR2DL1"
"7901609","protein_coding","KIR2DL4"
"7901702","protein_coding","KIR3DL1"
"7901726","protein_coding","KIR2DS4"
"7901747","protein_coding","KIR3DL2"
"7901794","protein_coding","FCAR"
"7901939","protein_coding","NCR1"
"7902052","protein_coding","NLRP7"
"7902240","protein_coding","NLRP2"
"7902588","protein_coding","GP6"
"7902671","protein_coding","RDH13"
"7902857","protein_coding","PLPPR3"
"7902877","protein_coding","AZU1"
"7902906","protein_coding","PRTN3"
"7902935","protein_coding","ELANE"
"7902968","protein_coding","CFD"
"7902999","protein_coding","MED16"
"7903134","protein_coding","FUT3"
"7903226","protein_coding","NDUFA11"
"7903289","protein_coding","ENSG00000292060"
"7903303","protein_coding","VMAC"
"7903323","protein_coding","NOTCH2NLR"
"7903352","protein_coding","NBPF26"
"7903748","protein_coding","PPIAL4A"
"7903771","protein_coding","PLCH2"
"7903959","protein_coding","PANK4"
"7904159","protein_coding","HES5"
"7904202","protein_coding","TNFRSF14"
"7904378","protein_coding","PRXL2B"
"7904555","protein_coding","MMEL1"
"7904735","protein_coding","TTC34"
"7904782","protein_coding","INTS3"
"7905136","protein_coding","ENSG00000269823"
"7905149","protein_coding","SLC27A3"
"7905298","protein_coding","GATAD2B"
"7905327","protein_coding","KIF26B"
"7905392","protein_coding","HNRNPCL2"
"7905407","protein_coding","PRAMEF25"
"7905434","protein_coding","HNRNPCL4"
"7905444","protein_coding","PRAMEF9"
"7905463","protein_coding","PRAMEF18"
"7905479","protein_coding","PRAMEF5"
"7905500","protein_coding","PRAMEF8"
"7905525","protein_coding","PRAMEF33"
"7905579","protein_coding","GBA1"
"7905755","protein_coding","ENTREP3"
"7905908","protein_coding","SCAMP3"
"7905994","protein_coding","CLK2"
"7906116","protein_coding","HCN3"
"7906156","protein_coding","PKLR"
"7906225","protein_coding","OR2T4"
"7906232","protein_coding","OR2T6"
"7906239","protein_coding","OR2T1"
"7906246","protein_coding","OR2T7"
"7906253","protein_coding","OR2T2"
"7906261","protein_coding","OR2T3"
"7906269","protein_coding","OR2T5"
"7906280","protein_coding","ATP6V1G3"
"7906337","protein_coding","PTPRC"
"7906618","protein_coding","CEP170"
"7906764","protein_coding","SDCCAG8"
"7906908","protein_coding","AKT3"
"7907060","protein_coding","HNRNPR"
"7907312","protein_coding","ZNF436"
"7907394","protein_coding","TCEA3"
"7907493","protein_coding","ASAP3"
"7907890","protein_coding","E2F2"
"7907917","protein_coding","ID3"
"7907957","protein_coding","PPIAL4F"
"7907991","protein_coding","PRAMEF27"
"7908005","protein_coding","HNRNPCL3"
"7908022","protein_coding","PRAMEF25"
"7908058","protein_coding","HNRNPCL2"
"7908081","protein_coding","PRAMEF26"
"7908110","protein_coding","HNRNPCL4"
"7908118","protein_coding","PRAMEF9"
"7908132","protein_coding","PRAMEF18"
"7908149","protein_coding","PRAMEF5"
"7908170","protein_coding","PRAMEF8"
"7908195","protein_coding","PRAMEF33"
"7908209","protein_coding","KCNT2"
"7908589","protein_coding","CFHR2"
"7908725","protein_coding","CFHR5"
"7908816","protein_coding","F13B"
"7908873","protein_coding","B3GALNT2"
"7909112","protein_coding","SLC25A24"
"7909223","protein_coding","NBPF6"
"7909343","protein_coding","NBPF4"
"7909420","protein_coding","OR2T4"
"7909427","protein_coding","OR2T6"
"7909439","protein_coding","OR2T1"
"7909449","protein_coding","OR2T7"
"7909466","protein_coding","OR2T2"
"7909491","protein_coding","OR2T3"
"7909502","protein_coding","OR2T5"
"7909512","protein_coding","OR2G6"
"7909544","protein_coding","OR2T29"
"7909561","protein_coding","OR2T34"
"7909568","protein_coding","OR2T10"
"7909591","protein_coding","OR2T11"
"7909601","protein_coding","OR2T35"
"7909610","protein_coding","OR2T27"
"7909631","protein_coding","OR14I1"
"7909639","protein_coding","ATP5IF1"
"7909688","protein_coding","SESN2"
"7909714","protein_coding","MED18"
"7909753","protein_coding","OR2T4"
"7909760","protein_coding","OR2T6"
"7909767","protein_coding","OR2T1"
"7909774","protein_coding","OR2T7"
"7909781","protein_coding","OR2T2"
"7909788","protein_coding","OR2T3"
"7909799","protein_coding","OR2T5"
"7909823","protein_coding","CDH4"
"7909887","protein_coding","TAF4"
"7909949","protein_coding","OPRL1"
"7909971","protein_coding","NPBWR2"
"7909985","protein_coding","MYT1"
"7910162","protein_coding","ENSG00000275018"
"7910210","protein_coding","PCMTD2"
"7910334","protein_coding","KCNQ2"
"7910645","protein_coding","PAXBP1"
"7910699","protein_coding","EPCIP"
"7910742","protein_coding","IFNGR2"
"7910829","protein_coding","TMEM50B"
"7910948","protein_coding","DNAJC28"
"7910987","protein_coding","GART"
"7911063","protein_coding","FTCD"
"7911184","protein_coding","SPATC1L"
"7911217","protein_coding","LSS"
"7911359","protein_coding","BTG3"
"7911425","protein_coding","SMDT1"
"7911455","protein_coding","NDUFA6"
"7911502","protein_coding","CYP2D7"
"7911565","protein_coding","TCF20"
"7911620","protein_coding","APOBEC3A"
"7911746","protein_coding","ZNF280B"
"7911784","protein_coding","ZNF280A"
"7911794","protein_coding","PRAME"
"7911977","protein_coding","APOL5"
"7911992","protein_coding","RBFOX2"
"7912307","protein_coding","PVALB"
"7912389","protein_coding","NCF4"
"7912579","protein_coding","C22orf15"
"7912631","protein_coding","CHCHD10"
"7912685","protein_coding","MMP11"
"7912785","protein_coding","ENSG00000267954"
"7912794","protein_coding","SMARCB1"
"7912904","protein_coding","DERL3"
"7913004","protein_coding","SLC2A11"
"7913311","protein_coding","ENSG00000281287"
"7913333","protein_coding","MIF"
"7913374","protein_coding","GSTT2B"
"7913394","protein_coding","DDTL"
"7913409","protein_coding","DDT"
"7913485","protein_coding","GSTT2"
"7913521","protein_coding","GSTT4"
"7913559","protein_coding","ENSG00000278401"
"7913576","protein_coding","GSTT1"
"7913715","protein_coding","GSTTP2"
"7913747","protein_coding","SMDT1"
"7913773","protein_coding","NDUFA6"
"7913889","protein_coding","CYP2D6"
"7913915","protein_coding","ENSG00000272000"
"7913942","protein_coding","SMDT1"
"7913968","protein_coding","NDUFA6"
"7914100","protein_coding","CYP2D6"
"7914180","protein_coding","CYP2D7"
"7914263","protein_coding","TCF20"
"7914311","protein_coding","NDUFA6"
"7914347","protein_coding","ENSG00000281757"
"7914403","protein_coding","CYP2D6"
"7914486","protein_coding","ENSG00000292379"
"7914560","protein_coding","ENSG00000282837"
"7914668","protein_coding","CYP2D6"
"7914754","protein_coding","CYP2D7"
"7914848","protein_coding","CYP2D6"
"7914939","protein_coding","ENSG00000283373"
"7915029","protein_coding","PROM2"
"7915296","protein_coding","FAHD2A"
"7915389","protein_coding","TRIM43"
"7915503","protein_coding","DYNC1I2"
"7916046","protein_coding","SLC25A12"
"7916201","protein_coding","HAT1"
"7916297","protein_coding","METAP1D"
"7916355","protein_coding","DLX1"
"7916456","protein_coding","RAB6C"
"7916525","protein_coding","CCDC74B"
"7916661","protein_coding","SMPD4"
"7917349","protein_coding","MZT2B"
"7917419","protein_coding","TUBA3E"
"7917499","protein_coding","TRAPPC12"
"7917596","protein_coding","ADI1"
"7917633","protein_coding","CRIM1"
"7917664","protein_coding","NOSTRIN"
"7917853","protein_coding","SPC25"
"7917915","protein_coding","G6PC2"
"7917970","protein_coding","ABCB11"
"7918079","protein_coding","KIF5C"
"7918170","protein_coding","SNTG2"
"7918184","protein_coding","GAL3ST2"
"7918219","protein_coding","NEU4"
"7918389","protein_coding","PDCD1"
"7918428","protein_coding","RTP5"
"7918509","protein_coding","SNTG2"
"7918537","protein_coding","TCF7L1"
"7918598","protein_coding","TGOLN2"
"7918670","protein_coding","RETSAT"
"7918778","protein_coding","INO80D"
"7918852","protein_coding","NDUFS1"
"7919138","protein_coding","EEF1B2"
"7919278","protein_coding","CMKLR2"
"7919388","protein_coding","ZDBF2"
"7919607","protein_coding","CRYGD"
"7919619","protein_coding","CRYGC"
"7919674","protein_coding","TAMM41"
"7919775","protein_coding","ENSG00000282035"
"7919790","protein_coding","AADACL2"
"7920548","protein_coding","MUC20"
"7920620","protein_coding","MUC4"
"7921661","protein_coding","DHX36"
"7921725","protein_coding","ARHGEF26"
"7921863","protein_coding","BDH1"
"7922049","protein_coding","MUC4"
"7923608","protein_coding","MUC20"
"7923726","protein_coding","MUC4"
"7924635","protein_coding","MUC20"
"7925896","protein_coding","MUC4"
"7927553","protein_coding","MUC20"
"7927641","protein_coding","GCSAM"
"7927764","protein_coding","SLC9C1"
"7928700","protein_coding","MUC20"
"7928799","protein_coding","MUC4"
"7929753","protein_coding","MUC20"
"7930532","protein_coding","MUC4"
"7931393","protein_coding","MUC20"
"7932165","protein_coding","EEFSEC"
"7932303","protein_coding","FRG1"
"7932459","protein_coding","FRG2"
"7932545","protein_coding","ENSG00000284298"
"7932554","protein_coding","DCHS2"
"7932676","protein_coding","ENSG00000262505"
"7932696","protein_coding","TDO2"
"7932794","protein_coding","CTSO"
"7932816","protein_coding","KCNIP4"
"7932851","protein_coding","YTHDC1"
"7933000","protein_coding","TMPRSS11E"
"7933045","protein_coding","UGT2B15"
"7933078","protein_coding","UGT2B10"
"7933142","protein_coding","UGT2A3"
"7933201","protein_coding","RPS3A"
"7933397","protein_coding","SH3D19"
"7933771","protein_coding","PRSS48"
"7933894","protein_coding","FRG1"
"7934013","protein_coding","FRG2"
"7934082","protein_coding","STATH"
"7934133","protein_coding","HTN3"
"7934197","protein_coding","HTN1"
"7934278","protein_coding","PRR27"
"7934355","protein_coding","PRDM9"
"7934457","protein_coding","SERF1B"
"7934547","protein_coding","SMN2"
"7934739","protein_coding","SERF1A"
"7934840","protein_coding","SMN1"
"7935017","protein_coding","NAIP"
"7935218","protein_coding","GTF2H2"
"7935518","protein_coding","BDP1"
"7935749","protein_coding","MCCC2"
"7935855","protein_coding","KGD4"
"7935890","protein_coding","CDK7"
"7936169","protein_coding","CCDC125"
"7936304","protein_coding","AK6"
"7936371","protein_coding","TAF9"
"7936448","protein_coding","RAD17"
"7936980","protein_coding","MARVELD2"
"7937092","protein_coding","OCLN"
"7937195","protein_coding","ENSG00000280514"
"7937203","protein_coding","GTF2H2"
"7937402","protein_coding","NAIP"
"7937590","protein_coding","SMN2"
"7937771","protein_coding","SERF1B"
"7937940","protein_coding","GTF2H2C_2"
"7938177","protein_coding","BDP1"
"7938417","protein_coding","MCCC2"
"7938560","protein_coding","PROP1"
"7938566","protein_coding","LPCAT1"
"7938665","protein_coding","SLC6A3"
"7938724","protein_coding","CLPTM1L"
"7938984","protein_coding","PROP1"
"7939003","protein_coding","NKD2"
"7939069","protein_coding","SLC12A7"
"7939161","protein_coding","CEP72"
"7939182","protein_coding","SLC9A3"
"7939193","protein_coding","ADAMTS12"
"7939216","protein_coding","RXFP3"
"7939224","protein_coding","SLC45A2"
"7939320","protein_coding","BTN2A1"
"7939452","protein_coding","BTN1A1"
"7939499","protein_coding","HMGN4"
"7939516","protein_coding","ABT1"
"7939561","protein_coding","DYNLT2"
"7939577","protein_coding","ERMARD"
"7939933","protein_coding","DLL1"
"7939970","protein_coding","FAM120B"
"7940115","protein_coding","THEMIS"
"7940179","protein_coding","PTPRK"
"7940811","protein_coding","HLA-DRA"
"7940827","protein_coding","BTNL2"
"7940880","protein_coding","TRIM27"
"7940967","protein_coding","ZNF311"
"7940997","protein_coding","OR2W1"
"7941005","protein_coding","OR2B3"
"7941016","protein_coding","OR2J3"
"7941030","protein_coding","OR2J2"
"7941047","protein_coding","OR14J1"
"7941059","protein_coding","OR11A1"
"7941091","protein_coding","OR10C1"
"7941109","protein_coding","OR2H1"
"7941172","protein_coding","MAS1L"
"7941204","protein_coding","UBD"
"7941214","protein_coding","GABBR1"
"7941561","protein_coding","OR2H2"
"7941572","protein_coding","MOG"
"7941783","protein_coding","ZFP57"
"7941828","protein_coding","HLA-G"
"7941954","protein_coding","HLA-A"
"7942287","protein_coding","POLR1H"
"7942357","protein_coding","PPP1R11"
"7942428","protein_coding","RNF39"
"7942457","protein_coding","TRIM31"
"7942492","protein_coding","TRIM40"
"7942543","protein_coding","TRIM10"
"7942584","protein_coding","TRIM15"
"7942646","protein_coding","TRIM26"
"7942825","protein_coding","TRIM39"
"7943003","protein_coding","RPP21"
"7943131","protein_coding","GNL1"
"7943163","protein_coding","DHX16"
"7943221","protein_coding","PPP1R18"
"7943255","protein_coding","NRM"
"7943328","protein_coding","MDC1"
"7943439","protein_coding","TUBB"
"7943492","protein_coding","FLOT1"
"7943506","protein_coding","DDR1"
"7943609","protein_coding","MUC21"
"7943647","protein_coding","MICB"
"7943713","protein_coding","MCCD1"
"7943723","protein_coding","DDX39B"
"7943943","protein_coding","TNF"
"7943953","protein_coding","LTB"
"7943975","protein_coding","LST1"
"7944221","protein_coding","NCR3"
"7944302","protein_coding","MSH5"
"7944521","protein_coding","MSH5-SAPCD1"
"7944601","protein_coding","SAPCD1"
"7944637","protein_coding","VWA7"
"7944705","protein_coding","VARS1"
"7944861","protein_coding","LSM2"
"7944908","protein_coding","HSPA1L"
"7944918","protein_coding","HSPA1A"
"7944935","protein_coding","HSPA1B"
"7944948","protein_coding","SNHG32"
"7945083","protein_coding","NEU1"
"7945142","protein_coding","SLC44A4"
"7945335","protein_coding","EHMT2"
"7945661","protein_coding","TNXB"
"7945678","protein_coding","PRRT1"
"7945756","protein_coding","PPT2"
"7946051","protein_coding","EGFL8"
"7946132","protein_coding","AGPAT1"
"7946259","protein_coding","RNF5"
"7946281","protein_coding","AGER"
"7946540","protein_coding","PBX2"
"7946582","protein_coding","GPSM3"
"7946657","protein_coding","NOTCH4"
"7946699","protein_coding","TSBP1"
"7946799","protein_coding","BTNL2"
"7946878","protein_coding","HLA-DRB3"
"7946911","protein_coding","HLA-DQA2"
"7946940","protein_coding","HLA-DQB2"
"7946999","protein_coding","HLA-DOB"
"7947047","protein_coding","TAP2"
"7947114","protein_coding","PSMB8"
"7947197","protein_coding","PSMB9"
"7947271","protein_coding","TAP1"
"7947318","protein_coding","HLA-DMB"
"7947392","protein_coding","HLA-DMA"
"7947473","protein_coding","HLA-DPA1"
"7947538","protein_coding","HLA-DPB1"
"7947648","protein_coding","GPX6"
"7947657","protein_coding","GPX5"
"7947686","protein_coding","SCAND3"
"7947734","protein_coding","TRIM27"
"7947812","protein_coding","LINC01556"
"7947837","protein_coding","ZNF311"
"7947867","protein_coding","OR2W1"
"7947875","protein_coding","ENSG00000274063"
"7947892","protein_coding","OR2B3"
"7947903","protein_coding","OR2J3"
"7947917","protein_coding","OR2J2"
"7947949","protein_coding","OR14J1"
"7947959","protein_coding","OR5V1"
"7947989","protein_coding","OR12D3"
"7948006","protein_coding","OR12D2"
"7948018","protein_coding","OR11A1"
"7948050","protein_coding","OR10C1"
"7948064","protein_coding","OR2H1"
"7948127","protein_coding","MAS1L"
"7948159","protein_coding","UBD"
"7948169","protein_coding","GABBR1"
"7948468","protein_coding","OR2H2"
"7948479","protein_coding","MOG"
"7948690","protein_coding","ZFP57"
"7948736","protein_coding","HLA-F"
"7948958","protein_coding","HLA-G"
"7949084","protein_coding","HLA-A"
"7949425","protein_coding","POLR1H"
"7949495","protein_coding","PPP1R11"
"7949566","protein_coding","RNF39"
"7949595","protein_coding","TRIM31"
"7949669","protein_coding","TRIM40"
"7949720","protein_coding","TRIM10"
"7949761","protein_coding","TRIM15"
"7949823","protein_coding","TRIM26"
"7950025","protein_coding","TRIM39"
"7950203","protein_coding","RPP21"
"7950337","protein_coding","HLA-E"
"7950370","protein_coding","GNL1"
"7950424","protein_coding","PRR3"
"7950466","protein_coding","ABCF1"
"7950653","protein_coding","PPP1R10"
"7950721","protein_coding","MRPS18B"
"7950775","protein_coding","ATAT1"
"7950990","protein_coding","C6orf136"
"7951062","protein_coding","DHX16"
"7951156","protein_coding","PPP1R18"
"7951190","protein_coding","NRM"
"7951263","protein_coding","MDC1"
"7951374","protein_coding","TUBB"
"7951427","protein_coding","FLOT1"
"7951589","protein_coding","IER3"
"7951638","protein_coding","DDR1"
"7952118","protein_coding","GTF2H4"
"7952259","protein_coding","VARS2"
"7952559","protein_coding","SFTA2"
"7952577","protein_coding","MUCL3"
"7952602","protein_coding","MUC21"
"7952644","protein_coding","C6orf15"
"7952654","protein_coding","PSORS1C1"
"7952690","protein_coding","CDSN"
"7952700","protein_coding","PSORS1C2"
"7952713","protein_coding","CCHCR1"
"7952984","protein_coding","TCF19"
"7953015","protein_coding","POU5F1"
"7953069","protein_coding","HLA-C"
"7953224","protein_coding","HLA-B"
"7953337","protein_coding","MICA"
"7953466","protein_coding","MICB"
"7953512","protein_coding","MCCD1"
"7953522","protein_coding","DDX39B"
"7953861","protein_coding","ATP6V1G2"
"7953892","protein_coding","NFKBIL1"
"7953946","protein_coding","LTA"
"7953981","protein_coding","TNF"
"7953995","protein_coding","LTB"
"7954017","protein_coding","LST1"
"7954262","protein_coding","NCR3"
"7954343","protein_coding","AIF1"
"7954400","protein_coding","PRRC2A"
"7954588","protein_coding","BAG6"
"7955211","protein_coding","APOM"
"7955261","protein_coding","C6orf47"
"7955273","protein_coding","GPANK1"
"7955385","protein_coding","CSNK2B"
"7955562","protein_coding","LY6G5B"
"7955587","protein_coding","LY6G5C"
"7955636","protein_coding","ABHD16A"
"7955846","protein_coding","LY6G6F"
"7955864","protein_coding","LY6G6D"
"7955903","protein_coding","LY6G6E"
"7955936","protein_coding","MPIG6B"
"7956028","protein_coding","LY6G6C"
"7956053","protein_coding","DDAH2"
"7956176","protein_coding","CLIC1"
"7956272","protein_coding","MSH5"
"7956647","protein_coding","MSH5-SAPCD1"
"7956764","protein_coding","SAPCD1"
"7956813","protein_coding","VWA7"
"7956881","protein_coding","VARS1"
"7957037","protein_coding","LSM2"
"7957080","protein_coding","HSPA1L"
"7957090","protein_coding","HSPA1A"
"7957107","protein_coding","HSPA1B"
"7957121","protein_coding","SNHG32"
"7957256","protein_coding","NEU1"
"7957315","protein_coding","SLC44A4"
"7957508","protein_coding","EHMT2"
"7957834","protein_coding","C2"
"7958186","protein_coding","ZBTB12"
"7958201","protein_coding","CFB"
"7958343","protein_coding","NELFE"
"7958500","protein_coding","SKIC2"
"7958665","protein_coding","DXO"
"7958776","protein_coding","WHR1"
"7958886","protein_coding","C4B"
"7959130","protein_coding","CYP21A2"
"7959237","protein_coding","TNXB"
"7959485","protein_coding","ATF6B"
"7959609","protein_coding","FKBPL"
"7959619","protein_coding","PRRT1"
"7959697","protein_coding","PPT2"
"7959886","protein_coding","ENSG00000254778"
"7959993","protein_coding","EGFL8"
"7960074","protein_coding","AGPAT1"
"7960201","protein_coding","RNF5"
"7960223","protein_coding","AGER"
"7960482","protein_coding","PBX2"
"7960524","protein_coding","GPSM3"
"7960585","protein_coding","NOTCH4"
"7960683","protein_coding","TSBP1"
"7960803","protein_coding","BTNL2"
"7960875","protein_coding","HLA-DRA"
"7960917","protein_coding","HLA-DRB3"
"7960947","protein_coding","HLA-DRB1"
"7960974","protein_coding","HLA-DQA2"
"7961005","protein_coding","HLA-DQB1"
"7961047","protein_coding","HLA-DQB2"
"7961106","protein_coding","HLA-DOB"
"7961154","protein_coding","TAP2"
"7961252","protein_coding","PSMB8"
"7961335","protein_coding","PSMB9"
"7961409","protein_coding","TAP1"
"7961456","protein_coding","HLA-DMB"
"7961530","protein_coding","HLA-DMA"
"7961615","protein_coding","BRD2"
"7961840","protein_coding","HLA-DOA"
"7961879","protein_coding","HLA-DPA1"
"7961942","protein_coding","HLA-DPB1"
"7962054","protein_coding","COL11A2"
"7962537","protein_coding","RXRB"
"7962661","protein_coding","SLC39A7"
"7962731","protein_coding","HSD17B8"
"7962763","protein_coding","RING1"
"7962818","protein_coding","VPS52"
"7962976","protein_coding","RPS18"
"7963055","protein_coding","B3GALT4"
"7963063","protein_coding","WDR46"
"7963166","protein_coding","PFDN6"
"7963246","protein_coding","RGL2"
"7963408","protein_coding","TAPBP"
"7963531","protein_coding","ZBTB22"
"7963548","protein_coding","DAXX"
"7963715","protein_coding","ZNF311"
"7963745","protein_coding","OR2W1"
"7963753","protein_coding","ENSG00000275606"
"7963770","protein_coding","OR2B3"
"7963781","protein_coding","OR2J3"
"7963795","protein_coding","OR2J2"
"7963827","protein_coding","OR14J1"
"7963837","protein_coding","OR12D3"
"7963854","protein_coding","OR12D2"
"7963862","protein_coding","OR12D1"
"7963877","protein_coding","OR11A1"
"7963909","protein_coding","OR10C1"
"7963923","protein_coding","OR2H1"
"7963986","protein_coding","MAS1L"
"7964018","protein_coding","UBD"
"7964028","protein_coding","GABBR1"
"7964327","protein_coding","OR2H2"
"7964338","protein_coding","MOG"
"7964549","protein_coding","ZFP57"
"7964595","protein_coding","HLA-F"
"7964827","protein_coding","HLA-G"
"7964953","protein_coding","HLA-A"
"7965277","protein_coding","POLR1H"
"7965347","protein_coding","PPP1R11"
"7965418","protein_coding","RNF39"
"7965447","protein_coding","TRIM31"
"7965521","protein_coding","TRIM40"
"7965572","protein_coding","TRIM10"
"7965613","protein_coding","TRIM15"
"7965675","protein_coding","TRIM26"
"7965877","protein_coding","TRIM39"
